Point_time	AUGEVolume	AUGEASTLEVANALOG	AUGWVOLUME	AUGWESTLEVANALOG	ASHREL	SICRESVOLUME	SICRESELEVANALOG	STPALBFLW	RECRESVOLUME	RECRESELEVANALOG	RECREL	NICRESVOLUME	NICRESELEVANALOG	NICNTHFLW	NICSTHFLW	NICCONFLW	EDIRESVOLUME	EDIRESELEVANALOG	EDRNTHFLW	EDRSTHFLW	EDRCONFLW	WDIRESVOLUME	WDIRESELEVANALOG	WDRFLW
05/10/2018	80.57	587.13	47.48	590.26	22	19.68	1130.31	13.90	48.99	838.43	14.65	35.08	1439.23	0.00	64.8	0.00	144.21	1280.25	23.30	170.50	0.00	97.21	1150.30	666.50
05/11/2018	80.48	587.04	47.51	590.31	22	19.65	1130.31	36.70	48.89	838.28	14.63	35.15	1439.35	0.00	64.8	0.00	144.04	1280.16	0.00	193.90	0.00	97.13	1150.25	666.20
05/12/2018	80.37	586.98	47.52	590.31	23	19.66	1130.31	48.80	48.91	838.3	14.64	35.12	1439.3	0.00	64.8	0.00	144	1280.14	0.00	193.90	0.00	97.1	1150.23	666.50
05/13/2018	80.24	586.91	47.51	590.32	23	19.65	1130.31	57.40	48.77	838.09	14.63	35.22	1439.5	0.00	64.9	0.00	143.91	1280.09	0.00	193.90	0.00	97.03	1150.19	666.50
05/14/2018	80.18	586.84	47.49	590.31	22	19.66	1130.23	66.90	48.71	838	14.62	35.15	1439.36	0.00	64.9	0.00	143.78	1280.02	0.00	193.80	0.00	96.85	1150.08	666.40
05/15/2018	80.33	586.82	47.57	590.3	22	19.68	1130.19	66.00	48.89	838.29	14.65	35.17	1439.4	0.00	64.9	0.00	144.21	1280.25	0.00	193.90	0.00	96.92	1150.12	496.80
05/16/2018	80.4	586.89	47.53	590.37	22	19.65	1130.19	55.20	49.07	838.55	14.66	35.11	1439.27	0.00	64.9	0.00	144.04	1280.16	0.00	193.80	0.00	96.97	1150.15	472.10
05/17/2018	80.43	586.93	47.51	590.33	22	19.66	1130.24	58.40	48.93	838.33	14.72	35.15	1439.36	0.00	64.9	0.00	144.21	1280.25	0.00	193.90	0.00	96.95	1150.14	472.10
05/18/2018	80.42	586.96	47.5	590.31	22	19.63	1130.24	58.70	48.85	838.21	14.72	35.14	1439.33	0.00	64.9	0.00	144.24	1280.27	0.00	193.90	0.00	96.89	1150.10	472.00
05/19/2018	80.78	586.94	47.69	590.3	24	19.72	1130.24	30.00	49.01	838.46	14.73	35.59	1440.24	0.00	65	0.00	144.52	1280.42	0.00	193.80	0.00	97.19	1150.29	472.10
05/20/2018	80.96	587.17	47.61	590.47	24	19.69	1130.24	0.00	49.07	838.55	14.7	35.68	1440.41	0.00	70.5	0.00	144.41	1280.36	0.00	193.90	0.00	97.27	1150.34	523.00
05/21/2018	81.02	587.27	47.56	590.4	24	19.69	1130.24	0.00	49.08	838.56	14.72	35.62	1440.3	37.30	77.8	0.00	144.19	1280.24	48.70	194.00	0.00	97.26	1150.32	538.70
05/22/2018	81.07	587.3	47.53	590.36	24	19.67	1130.24	0.00	49.17	838.68	14.72	35.6	1440.26	45.10	77.7	0.00	143.98	1280.13	65.30	193.90	0.00	97.4	1150.42	538.70
05/23/2018	81.01	587.34	47.5	590.33	24	19.66	1130.25	0.00	49.22	838.76	14.73	35.56	1440.17	44.90	78	0.00	143.87	1280.07	4.70	193.90	0.00	97.4	1150.42	538.70
05/24/2018	80.95	587.3	47.46	590.3	23	19.66	1130.25	0.00	49.21	838.75	14.72	35.56	1440.17	14.60	77.8	0.00	143.72	1279.99	0.00	193.90	0.00	97.31	1150.36	538.60
05/25/2018	80.85	587.25	47.43	590.26	19	19.66	1130.18	0.00	49.24	838.8	14.71	35.54	1440.13	0.00	77.9	0.00	143.52	1279.88	0.00	193.80	0.00	97.16	1150.27	538.20
05/26/2018	80.74	587.21	47.42	590.24	16	19.66	1130.18	0.00	49.26	838.83	14.71	35.49	1440.04	0.00	77.9	0.00	143.32	1279.77	0.00	148.40	0.00	97.06	1150.21	472.40
05/27/2018	80.69	587.14	47.42	590.22	18	19.65	1130.18	0.00	49.3	838.89	14.72	35.32	1439.7	0.00	78	0.00	143.26	1279.74	0.00	103.20	0.00	97.05	1150.20	414.70
05/28/2018	80.57	587.1	47.41	590.22	18	19.62	1130.18	30.20	49.22	838.76	14.72	35.3	1439.65	0.00	65.6	0.00	143.13	1279.67	0.00	90.80	0.00	97.06	1150.21	297.10
05/29/2018	80.41	587.04	47.42	590.22	17	19.61	1130.18	89.30	49.17	838.69	14.71	35.24	1439.54	0.00	65.1	0.00	142.96	1279.58	0.00	90.40	0.00	96.85	1150.08	289.90
05/30/2018	80.21	586.94	47.44	590.23	16	19.59	1130.18	94.80	49.31	838.9	14.72	35.31	1439.67	0.00	65.1	0.00	142.71	1279.44	0.00	90.30	0.00	96.54	1149.88	289.60
05/31/2018	78.01	586.82	45.42	590.24	16	18.32	1130.18	97.00	49.03	839.32	14.74	34.98	1439.62	0.00	65.1	0.00	141.57	1279.32	0.00	90.40	0.00	93.92	1149.69	289.30
06/01/2018	78	586.77	45.44	590.26	16	18.29	1129.93	169.40	49.01	839.3	14.74	35.18	1440.03	38.00	67.6	0.00	141.48	1279.27	0.00	87.90	0.00	93.8	1149.61	282.70
06/02/2018	78.14	586.75	45.51	590.32	16	18.16	1129.93	342.50	49.03	839.33	14.74	35.05	1439.76	38.00	70.7	0.00	141.53	1279.3	0.00	90.30	0.00	93.57	1149.46	298.40
06/03/2018	78.24	586.85	45.44	590.4	16	18.18	1129.93	171.60	48.91	839.15	14.73	34.96	1439.59	0.00	70.6	0.00	141.77	1279.43	0.00	90.30	0.00	93.36	1149.32	297.60
06/04/2018	78.18	586.9	45.38	590.33	17	18.23	1129.55	96.30	48.9	839.13	14.72	34.89	1439.44	0.00	70.6	0.00	141.64	1279.36	0.00	90.20	0.00	93.14	1149.17	296.80
06/05/2018	78.02	586.86	45.35	590.27	17	18.28	1129.74	96.70	48.86	839.07	14.72	34.8	1439.27	0.00	70.6	0.00	141.59	1279.33	0.00	90.20	0.00	92.89	1149.00	296.40
06/06/2018	77.87	586.78	45.34	590.25	17	18.28	1129.80	102.00	48.76	838.91	14.72	34.76	1439.19	0.00	70.7	0.00	141.48	1279.27	0.00	90.30	0.00	92.6	1148.81	296.50
06/07/2018	77.92	586.67	45.12	590.23	16	18.28	1129.85	13.10	48.52	838.56	14.7	34.7	1439.07	0.00	8.8	0.00	141.25	1279.15	0.00	11.20	0.00	92.49	1148.73	36.90
06/08/2018	77.92	586.71	44.94	590.02	16	18.26	1129.85	111.40	48.54	838.59	14.72	34.62	1438.9	0.00	70.7	0.00	141.03	1279.03	0.00	90.20	0.00	92.17	1148.52	297.00
06/09/2018	77.91	586.71	44.75	589.83	15	18.23	1129.85	114.30	48.54	838.59	14.71	34.54	1438.73	0.00	70.7	0.00	140.75	1278.88	0.00	90.20	0.00	91.83	1148.29	298.60
06/10/2018	77.9	586.7	44.58	589.65	15	18.18	1129.85	115.80	48.55	838.59	14.73	34.45	1438.56	0.00	70.6	0.00	140.51	1278.75	0.00	90.10	0.00	91.49	1148.06	297.20
06/11/2018	77.87	586.7	44.38	589.46	16	18.14	1129.85	118.50	48.56	838.62	14.73	34.38	1438.4	0.00	70.6	0.00	140.24	1278.6	0.00	90.10	0.00	91.14	1147.83	289.00
06/12/2018	77.84	586.69	44.17	589.26	16	18.08	1129.85	122.00	48.5	838.53	14.72	34.28	1438.19	0.00	70.8	0.00	139.96	1278.45	0.00	90.10	0.00	90.76	1147.57	299.40
06/13/2018	77.77	586.66	43.97	589.05	18	18.02	1129.25	123.40	48.43	838.43	14.71	34.3	1438.23	0.00	70.8	0.00	139.7	1278.32	0.00	90.00	0.00	90.43	1147.35	297.10
06/14/2018	77.73	586.64	43.77	588.85	18	17.99	1129.17	122.50	48.35	838.3	14.71	34.3	1438.23	0.00	70.8	0.00	139.42	1278.16	0.00	90.00	0.00	90.04	1147.09	297.30
06/15/2018	77.74	586.61	43.57	588.64	18	17.87	1128.90	125.90	48.31	838.24	14.71	34.2	1438.03	0.00	65	0.00	139.18	1278.03	0.00	86.70	0.00	89.7	1146.86	267.70
06/16/2018	77.72	586.61	43.36	588.42	18	17.79	1128.90	132.40	48.31	838.25	14.74	34.05	1437.73	0.00	65	0.00	139.11	1277.99	0.00	86.70	0.00	89.31	1146.60	267.60
06/17/2018	77.72	586.6	43.15	588.21	16	17.7	1128.90	133.90	48.28	838.2	14.73	34.04	1437.71	0.00	64.9	0.00	138.84	1277.84	0.00	87.10	0.00	88.82	1146.27	391.80
06/18/2018	77.71	586.59	42.96	588	15	17.62	1128.20	133.20	48.25	838.16	14.71	34.05	1437.73	0.00	64.9	0.00	138.04	1277.39	0.00	87.40	0.00	88.46	1146.03	299.40
06/19/2018	77.69	586.59	42.72	587.8	17	17.53	1127.97	132.60	48.26	838.17	14.71	33.94	1437.49	0.00	64.9	0.00	137.65	1277.17	0.00	87.40	0.00	88.1	1145.79	265.90
06/20/2018	77.68	586.57	42.45	587.56	17	17.44	1127.97	136.00	48.38	838.35	14.71	33.76	1437.12	0.00	64.8	0.00	137.18	1276.9	0.00	87.40	0.00	87.76	1145.56	265.80
06/21/2018	77.67	586.58	42.17	587.27	15	17.3	1127.41	135.80	48.33	838.28	14.7	33.74	1437.08	0.00	64.8	0.00	136.73	1276.66	0.00	87.30	0.00	87.36	1145.29	265.60
06/22/2018	77.62	586.55	41.9	587	15	17.22	1127.13	137.80	48.36	838.32	14.71	33.64	1436.88	0.00	64.8	0.00	136.25	1276.39	0.00	87.20	0.00	86.95	1145.02	265.30
06/23/2018	77.62	586.54	41.64	586.72	18	17.15	1127.13	140.00	48.32	838.26	14.72	33.63	1436.86	0.00	64.8	0.00	135.93	1276.21	0.00	87.20	0.00	86.65	1144.81	265.00
06/24/2018	77.67	586.53	41.43	586.46	18	17.21	1127.13	140.00	48.29	838.22	14.71	33.65	1436.9	0.00	64.8	0.00	135.63	1276.04	0.00	87.20	0.00	86.44	1144.66	264.80
06/25/2018	77.65	586.57	41.14	586.23	18	17.18	1127.13	138.90	48.32	838.26	14.73	33.53	1436.65	0.00	64.7	0.00	135.23	1275.82	0.00	87.20	0.00	86.21	1144.50	264.80
06/26/2018	77.62	586.55	40.86	585.93	18	17.1	1127.13	138.50	48.31	838.24	14.72	33.49	1436.56	0.00	64.7	0.00	134.81	1275.57	0.00	87.10	0.00	85.87	1144.26	264.70
06/27/2018	77.78	586.54	40.75	585.65	18	17.02	1126.53	140.20	48.43	838.43	14.73	33.56	1436.7	0.00	64.8	0.00	134.5	1275.41	0.00	87.10	0.00	85.71	1144.15	264.50
06/28/2018	77.77	586.62	40.48	585.54	18	17	1126.53	139.20	48.53	838.57	14.75	33.71	1437.02	0.00	64.9	0.00	134.38	1275.34	0.00	87.00	0.00	85.85	1144.25	264.40
06/29/2018	77.75	586.62	40.11	585.27	17	16.93	1126.20	139.00	48.57	838.64	14.75	33.73	1437.06	0.00	64.9	0.00	134.06	1275.16	0.00	87.00	0.00	85.88	1144.27	264.50
06/30/2018	77.72	586.61	39.74	584.88	17	16.85	1126.20	139.90	48.61	838.7	14.77	33.73	1437.06	0.00	64.9	0.00	133.65	1274.93	0.00	87.00	0.00	85.73	1144.16	412.60
07/01/2018	77.73	586.59	39.37	584.48	16	16.76	1126.20	138.70	48.47	838.48	14.77	33.71	1437.02	0.00	73.7	0.00	133.22	1274.69	0.00	97.90	0.00	85.36	1143.90	463.70
07/02/2018	77.71	586.6	38.98	584.07	16	16.64	1125.50	138.50	48.45	838.45	14.75	33.68	1436.96	0.00	78	0.00	132.82	1274.47	0.00	103.30	0.00	85.03	1143.67	409.60
07/03/2018	77.7	586.58	38.58	583.64	17	16.54	1125.50	138.60	48.37	838.34	14.76	33.6	1436.8	0.00	78	0.00	132.43	1274.25	0.00	103.20	0.00	84.79	1143.50	397.50
07/04/2018	77.67	586.58	38.17	583.21	17	16.44	1125.50	141.50	48.35	838.31	14.76	33.57	1436.73	0.00	78	0.00	131.77	1273.88	0.00	103.10	0.00	84.52	1143.31	312.30
07/05/2018	77.66	586.56	37.82	582.76	17	16.34	1125.50	142.80	48.32	838.26	14.75	33.55	1436.69	0.00	69.4	0.00	131.52	1273.74	0.00	91.90	0.00	84.25	1143.12	267.90
07/06/2018	77.61	586.55	37.46	582.38	19	16.24	1124.38	142.90	48.32	838.26	14.75	33.55	1436.68	0.00	65.2	0.00	131.16	1273.54	0.00	86.40	0.00	83.99	1142.94	267.70
07/07/2018	77.58	586.52	37.08	581.98	19	16.13	1124.38	141.90	48.33	838.27	14.75	33.51	1436.61	0.00	65.2	0.00	130.75	1273.31	0.00	86.30	0.00	83.68	1142.72	267.60
07/08/2018	77.54	586.51	36.71	581.57	17	16.03	1124.38	142.60	48.39	838.37	14.74	33.48	1436.54	0.00	65.2	0.00	130.27	1273.04	0.00	86.40	0.00	83.32	1142.47	267.40
07/09/2018	77.53	586.48	36.33	581.17	17	16.23	1124.34	144.80	48.42	838.41	14.73	33.44	1436.47	0.00	65.1	0.00	129.8	1272.77	0.00	87.00	0.00	82.95	1142.21	267.10
07/10/2018	77.48	586.48	35.92	580.75	17	15.78	1123.00	145.40	48.48	838.5	14.74	33.42	1436.42	0.00	65.1	0.00	129.15	1272.39	0.00	87.00	0.00	82.56	1141.94	266.90
07/11/2018	77.44	586.45	35.53	580.31	17	15.65	1123.00	144.90	48.48	838.5	14.74	33.35	1436.28	0.00	65.1	0.00	128.71	1272.14	0.00	86.90	0.00	82.21	1141.68	266.60
07/12/2018	77.41	586.43	35.15	579.88	17	15.51	1122.21	144.20	48.49	838.52	14.75	33.31	1436.2	0.00	65.1	0.00	128.2	1271.84	0.00	86.90	0.00	81.81	1141.41	266.30
07/13/2018	77.27	586.4	34.9	579.44	17	15.38	1121.90	146.20	48.43	838.42	14.75	33.28	1436.12	0.00	65.1	0.00	127.73	1271.56	0.00	86.80	0.00	81.53	1141.21	266.10
07/14/2018	77.36	586.32	34.6	579.15	18	15.29	1121.90	148.40	48.25	838.15	14.73	33.25	1436.07	0.00	65.1	0.00	127.4	1271.38	0.00	86.80	0.00	81.51	1141.20	266.00
07/15/2018	77.34	586.37	34.29	578.8	19	15.19	1121.90	146.60	48.16	838.02	14.72	33.22	1436.01	0.00	65.1	0.00	126.99	1271.14	0.00	86.70	0.00	81.23	1141.00	350.00
07/16/2018	77.32	586.37	33.99	578.44	19	15.09	1121.90	146.10	48.17	838.03	14.72	33.19	1435.94	0.00	65	0.00	126.5	1270.86	0.00	86.80	0.00	80.8	1140.70	321.10
07/17/2018	77.38	586.35	33.7	578.08	19	15.05	1121.90	146.50	48.23	838.12	14.71	33.17	1435.9	0.00	61	0.00	126.18	1270.67	0.00	81.20	0.00	80.69	1140.62	233.90
07/18/2018	77.31	586.39	33.4	577.75	15	14.95	1120.45	145.40	48.22	838.11	14.72	33.13	1435.82	0.00	61	0.00	125.71	1270.4	0.00	81.20	0.00	80.54	1140.52	233.90
07/19/2018	77.29	586.35	33.07	577.41	19	14.84	1120.45	144.90	48.22	838.11	14.71	33.08	1435.72	0.00	61.1	0.00	125.28	1270.15	0.00	81.10	0.00	80.26	1140.32	233.70
07/20/2018	77.28	586.34	32.73	577.03	19	14.75	1120.45	134.50	48.29	838.22	14.73	33.04	1435.64	0.00	61.1	0.00	124.8	1269.86	0.00	80.60	0.00	79.93	1140.09	233.60
07/21/2018	77.28	586.33	32.45	576.63	20	14.68	1120.45	111.60	48.34	838.3	14.73	33.02	1435.57	0.00	61	0.00	124.31	1269.61	0.00	81.00	0.00	79.62	1139.87	233.30
07/22/2018	77.57	586.35	32.48	576.32	24	14.68	1120.45	92.30	48.48	838.5	14.76	33.14	1435.84	0.00	61.1	0.00	124.24	1269.56	0.00	80.90	0.00	79.34	1139.66	233.10
07/23/2018	77.82	586.51	34.14	576.34	26	17.86	1120.45	35.40	48.47	838.49	14.78	34.32	1438.3	0.00	61.1	0.00	124.8	1269.86	0.00	80.90	0.00	79.45	1139.74	233.00
07/24/2018	77.71	586.65	36.7	578.28	26	18.56	1120.45	1.90	48.16	838.02	14.77	35.26	1440.18	0.00	61.1	0.00	125.38	1270.22	0.00	81.00	0.00	79.68	1139.91	233.20
07/25/2018	77.59	586.59	39.09	581.16	25	18.7	1130.75	6.10	48.01	837.79	14.74	35.63	1440.92	0.00	61.1	0.00	128.68	1272.13	0.00	78.00	0.00	80.97	1140.82	233.40
07/26/2018	77.32	586.52	40.49	583.77	24	18.53	1130.75	2.30	47.87	837.58	14.73	35.43	1440.51	23.50	53.2	0.00	130.95	1273.42	0.00	74.70	0.00	82.75	1142.07	234.50
07/27/2018	77.15	586.35	41.21	585.27	249	18.46	1130.44	1.20	47.87	837.59	14.73	35.22	1440.1	59.60	58.3	0.00	132.36	1274.21	81.60	13.20	0.00	83.46	1142.57	308.30
07/28/2018	76.84	586.25	41.49	586.02	403	18.43	1130.44	1.10	47.71	837.35	14.72	35.04	1439.74	60.90	61.6	0.00	133.23	1274.71	108.10	0.00	0.00	83.9	1142.88	350.40
07/29/2018	76.56	586.07	41.57	586.3	404	18.4	1130.44	5.70	47.43	836.93	14.67	34.81	1439.29	61.10	61.6	0.00	133.95	1275.1	109.70	0.00	0.00	84.1	1143.02	354.30
07/30/2018	76.26	585.89	41.72	586.38	404	18.37	1130.44	30.00	47.57	837.14	14.67	34.57	1438.8	60.70	61.7	0.00	133.97	1275.11	109.80	0.00	0.00	84.2	1143.09	354.40
07/31/2018	76.33	585.71	41.52	586.53	254	18.39	1130.15	39.80	47.73	837.37	14.67	34.31	1438.26	60.90	61.7	0.00	133.23	1274.7	109.80	0.00	0.00	84.25	1143.12	354.50
08/01/2018	76.5	585.76	42.43	586.33	207	18.58	1130.10	18.50	48.19	838.07	14.7	35.13	1439.92	61.10	62	0.00	133.38	1274.78	109.80	0.00	0.00	84.29	1143.15	354.40
08/02/2018	76.62	585.86	42.65	587.25	207	18.51	1130.65	1.10	48.18	838.05	14.72	35.37	1440.4	61.00	62.2	0.00	133.41	1274.8	109.80	0.00	0.00	84.36	1143.20	354.40
08/03/2018	76.94	585.93	44.08	587.49	439	18.97	1130.32	29.80	48.56	838.62	14.74	35.74	1441.13	61.10	62.2	0.00	137.18	1276.92	110.10	0.00	0.00	85.77	1144.19	355.20
08/04/2018	76.99	586.13	45.1	588.96	599	18.6	1130.32	27.70	48.49	838.52	14.77	35.51	1440.67	61.00	62.1	0.00	139.72	1278.32	206.80	200.10	0.00	87.27	1145.23	356.50
08/05/2018	77.13	586.15	45.03	590	609	18.5	1130.32	3.60	48.11	837.94	14.76	35.41	1440.47	61.00	62	0.00	141.12	1279.08	225.90	226.20	0.00	88.07	1145.77	357.40
08/06/2018	77.13	586.23	44.66	589.93	610	18.48	1130.50	0.90	47.97	837.73	14.73	35.33	1440.32	60.70	62	0.00	141.51	1279.29	225.80	226.10	0.00	88.41	1146.00	509.90
08/07/2018	77.09	586.24	44.11	589.55	610	18.47	1130.50	0.00	47.83	837.52	14.72	35.31	1440.27	61.00	62	0.00	141.38	1279.22	225.80	226.20	0.00	88.8	1146.27	601.80
08/08/2018	77.14	586.22	43.83	588.98	609	18.55	1130.50	0.70	47.81	837.49	14.7	35.3	1440.26	60.90	62	0.00	142.82	1280	225.90	226.30	0.00	89.92	1147.02	710.10
08/09/2018	76.93	586.24	43.43	588.7	609	18.45	1130.48	0.00	47.71	837.34	14.69	35.28	1440.22	61.00	62	0.00	143.47	1280.35	225.90	226.20	0.00	90.61	1147.47	934.00
08/10/2018	76.99	586.12	42.98	588.29	608	18.45	1130.33	0.00	47.68	837.3	14.68	35.27	1440.19	61.10	62	0.00	143.4	1280.31	225.70	225.90	0.00	90.7	1147.53	968.50
08/11/2018	77.09	586.15	42.81	587.82	608	18.53	1130.33	0.00	47.69	837.31	14.7	35.3	1440.26	61.10	62	0.00	143.47	1280.35	225.70	225.90	0.00	90.99	1147.73	970.10
08/12/2018	77.1	586.22	42.52	587.65	608	18.49	1130.33	0.00	47.62	837.21	14.69	35.29	1440.24	60.90	62	0.00	143.23	1280.22	225.70	226.00	0.00	90.98	1147.72	970.90
08/13/2018	77.33	586.21	44.07	587.35	607	19.11	1130.35	54.90	48.06	837.87	14.7	35.65	1440.95	61.00	62	0.00	144.25	1280.77	225.60	223.20	0.00	90.89	1147.66	971.20
08/14/2018	77.48	586.36	45.4	588.95	610	18.89	1131.43	55.90	48.25	838.16	14.73	35.48	1440.61	60.90	62	0.00	144.86	1281.1	43.00	38.10	4.90	91.89	1148.33	972.60
08/15/2018	77.95	586.45	45.33	590.29	610	18.68	1130.88	12.40	48.25	838.16	14.74	35.37	1440.4	60.70	61.6	0.00	144.45	1280.88	0.30	41.60	0.00	92.37	1148.65	974.40
08/16/2018	78.02	586.73	45.06	590.22	610	18.47	1130.35	1.40	48.13	837.98	14.73	35.3	1440.26	60.90	61.6	0.00	143.91	1280.59	159.60	174.80	0.00	92.49	1148.73	971.20
08/17/2018	78.88	586.77	46.24	589.96	611	18.94	1131.56	53.90	48.41	838.39	14.74	35.87	1441.39	45.80	53.5	0.00	145.04	1281.2	152.90	163.90	0.00	93.59	1149.47	972.10
08/18/2018	80.23	587.29	46.12	591.1	611	18.72	1131.31	36.50	48.55	838.61	14.74	35.5	1440.65	59.80	60.8	0.00	145.69	1281.55	0.00	38.50	0.00	96.4	1151.29	977.00
08/19/2018	80.06	588.1	45.78	590.98	158	18.59	1131.31	10.20	48.55	838.6	14.76	35.38	1440.42	61.90	60.8	0.00	144.99	1281.17	0.00	38.40	0.00	96.83	1151.55	966.60
08/20/2018	79.77	588	45.59	590.65	14	18.54	1131.31	1.40	48.45	838.45	14.76	35.33	1440.32	61.80	60.8	0.00	144.43	1280.87	4.80	42.90	0.00	96.55	1151.37	964.50
08/21/2018	79.55	587.82	45.45	590.47	74	18.5	1130.52	0.00	48.33	838.28	14.78	35.3	1440.25	61.80	60.8	0.00	143.88	1280.57	194.80	188.80	0.00	96.1	1151.09	966.00
08/22/2018	79.14	587.69	45.25	590.34	290	18.5	1130.52	0.00	48.2	838.08	14.75	35.32	1440.29	61.80	60.8	0.00	143.53	1280.38	227.80	223.30	0.00	95.71	1150.84	965.60
08/23/2018	78.96	587.45	44.79	590.14	546	18.46	1130.52	0.00	48.01	837.8	14.74	35.29	1440.23	62.20	60.8	0.00	143.23	1280.22	228.00	223.40	0.00	95.23	1150.54	964.60
08/24/2018	78.51	587.34	44.55	589.68	600	18.44	1130.52	0.00	47.98	837.75	14.75	35.27	1440.19	62.10	60.8	0.00	142.82	1280	227.90	223.60	0.00	94.76	1150.24	963.80
08/25/2018	78	587.07	44.29	589.43	600	18.43	1130.52	0.00	47.95	837.71	14.75	35.24	1440.15	62.20	60.8	0.00	142.34	1279.74	227.80	223.60	0.00	94.29	1149.94	973.90
08/26/2018	77.51	586.76	43.99	589.17	599	18.43	1130.52	0.00	47.88	837.6	14.75	35.23	1440.13	62.20	60.8	0.00	141.88	1279.49	227.90	223.60	0.00	93.83	1149.62	969.30
08/27/2018	76.98	586.46	43.65	588.86	598	18.42	1130.22	5.80	47.83	837.53	14.74	35.22	1440.1	61.70	60.7	0.00	141.31	1279.18	227.80	223.60	0.00	93.28	1149.26	968.90
08/28/2018	76.39	586.14	43.29	588.51	607	18.39	1130.22	37.40	47.89	837.62	14.74	35.2	1440.07	61.80	61.3	0.00	140.68	1278.84	227.70	223.60	0.00	92.56	1148.78	966.70
08/29/2018	75.79	585.8	42.92	588.14	608	18.39	1130.12	56.90	48.03	837.81	14.74	35.16	1439.99	61.80	61.4	0.00	140.09	1278.52	227.70	223.60	0.00	91.78	1148.26	963.30
08/30/2018	75.17	585.43	42.48	587.76	609	18.37	1130.13	34.80	47.93	837.67	14.75	35.13	1439.92	61.80	61.5	0.00	139.42	1278.16	227.80	223.60	0.00	91.19	1147.86	955.20
08/31/2018	74.57	585.05	42.18	587.31	612	18.17	1129.93	271.30	47.77	837.43	14.74	35.11	1439.89	62.00	61.4	0.00	138.75	1277.79	227.70	223.60	0.00	90.55	1147.43	924.00
09/01/2018	73.99	584.69	42.23	587.01	612	17.75	1129.93	569.60	47.59	837.17	14.75	35.06	1439.79	62.10	61.3	0.00	138.04	1277.39	227.90	223.60	0.00	89.97	1147.04	871.50
09/02/2018	73.4	584.32	42.28	587.06	611	17.33	1129.93	566.60	47.55	837.11	14.73	34.88	1439.43	61.80	61.2	0.00	137.4	1277.03	199.50	223.90	0.00	89.41	1146.67	812.90
09/03/2018	72.84	583.95	42.14	587.11	611	17.16	1129.93	312.10	47.63	837.22	14.74	34.59	1438.85	61.70	61.1	0.00	136.68	1276.63	187.90	195.60	0.00	88.88	1146.30	750.80
09/04/2018	72.25	583.61	41.76	586.96	611	17.1	1126.63	127.80	47.68	837.3	14.73	34.29	1438.22	61.70	61.1	0.00	135.97	1276.23	187.70	184.10	0.00	88.32	1145.94	743.80
09/05/2018	71.65	583.24	41.36	586.57	612	17.08	1126.55	125.20	47.75	837.41	14.73	33.99	1437.59	61.90	61	0.00	135.27	1275.84	188.00	183.80	0.00	87.79	1145.58	748.30
09/06/2018	71.38	582.86	40.68	586.17	614	17.07	1126.55	122.20	47.76	837.42	14.73	33.73	1437.06	61.90	61.2	0.00	134.84	1275.6	187.80	183.70	0.00	87.3	1145.25	739.00
09/07/2018	71.16	582.7	39.92	585.47	618	17.02	1126.38	118.50	47.85	837.56	14.74	33.45	1436.49	61.70	61.2	0.00	134.2	1275.24	187.70	183.60	0.00	86.78	1144.90	733.60
09/08/2018	70.85	582.56	39.2	584.67	618	16.97	1126.38	121.20	47.75	837.41	14.74	33.34	1436.25	61.80	61.3	0.00	133.47	1274.83	187.90	183.40	0.00	86.21	1144.50	741.80
09/09/2018	70.6	582.37	38.56	583.88	618	16.9	1126.38	124.40	47.61	837.19	14.73	33.3	1436.16	61.70	61.4	0.00	132.75	1274.43	187.90	183.40	0.00	85.67	1144.12	735.50
09/10/2018	70.58	582.21	38.53	583.18	616	16.85	1126.00	114.90	47.87	837.58	14.72	33.7	1437	61.90	61.5	0.00	132.7	1274.4	187.80	183.60	0.00	85.64	1144.10	737.20
09/11/2018	70.41	582.19	38.23	583.15	613	16.79	1125.80	98.30	47.97	837.77	14.73	33.85	1437.31	61.90	61.4	0.00	132.29	1274.17	187.80	183.60	0.00	85.48	1143.98	745.60
09/12/2018	70.17	582.09	38.08	582.82	612	16.75	1125.80	91.90	48.02	837.81	14.75	33.99	1437.6	61.90	61.5	0.00	131.82	1273.91	187.70	183.50	0.00	85.13	1143.74	736.30
09/13/2018	69.95	581.94	37.77	582.66	614	16.72	1125.54	92.30	48.15	838	14.75	34.18	1438	61.70	61.3	0.00	131.48	1273.72	187.90	183.60	0.00	84.86	1143.55	737.10
09/14/2018	69.67	581.8	37.42	582.32	618	16.69	1125.54	93.30	48.11	837.95	14.75	34.29	1438.22	61.70	61.4	0.00	131.02	1273.46	222.80	207.70	0.00	84.3	1143.16	883.40
09/15/2018	69.34	581.62	37.06	581.94	619	16.65	1125.54	95.70	48	837.78	14.75	34.34	1438.33	61.80	61.4	0.00	130.5	1273.17	227.80	223.30	0.00	83.65	1142.70	964.90
09/16/2018	68.93	581.42	36.74	581.55	619	16.62	1125.54	102.20	47.87	837.59	14.73	34.37	1438.39	61.70	61.5	0.00	129.92	1272.84	227.90	224.10	0.00	82.94	1142.20	968.80
09/17/2018	68.65	581.16	36.64	581.2	621	16.7	1125.12	80.30	47.79	837.47	14.73	34.6	1438.86	61.80	61.5	0.00	129.78	1272.76	227.80	223.90	0.00	82.45	1141.86	912.80
